@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

feature-envy,4,9,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.063464,0.150441,14.269925,31.913347,38.56853,6.101703,32.466827,0.918298,0.145279,0.77302,33.910411,0.807391,3689.240418,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.01,0,0.015625,0,15.625,0,53194,328240,81952,100,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,4,10,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,42,0,0,100,0,0,1,0.041249,0.057994,9.274835,12.302452,38.56853,2.608347,35.960183,0.918298,0.062103,0.856195,35.960183,0.856195,3912.242823,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.009,0.001,0,0,0,0,53194,328240,81952,100,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,5,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.053855,0.150719,12.10938,31.972281,38.56853,6.316434,32.252096,0.918298,0.150391,0.767907,34.546769,0.822542,3758.472252,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.038,0,0,0,0,0,53194,328240,81952,97.619048,50,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,5,2,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.102058,0.255529,22.947866,54.205732,38.56853,15.53544,23.03309,0.918298,0.369891,0.548407,30.139071,0.717597,3278.942293,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.928571,0.941799,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.928571,0.904056,0.921003,0.928571,0.027,0,0,0,0,0,53194,328240,81952,97.619048,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,5,3,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.095473,0.262746,21.467358,55.73685,38.56853,20.007157,18.561373,0.918298,0.476361,0.441937,30.556153,0.727527,3324.318125,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.910714,0.921593,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.910714,0.894004,0.918129,0.928571,0.006,0,0,0,0,0,53194,328240,81952,95.238095,65.47619,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,5,4,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.043364,0.151767,9.75047,32.194636,38.56853,6.520453,32.048077,0.918298,0.155249,0.763049,35.202921,0.838165,3829.857472,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.009,0,0,0,0,0,53930,328240,81952,97.619048,50,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,5,5,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,42,0,0,100,0,0,1,0.050068,0.061726,11.257845,13.094094,38.56853,3.15694,35.41159,0.918298,0.075165,0.843133,35.41159,0.843133,3852.55928,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.01,0,0,0,0,0,53194,328240,81952,100,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,5,6,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.040041,0.150866,9.003321,32.003546,38.56853,5.874103,32.694427,0.918298,0.13986,0.778439,35.398853,0.84283,3851.173644,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.01,0,0,0,0,0,53930,328240,81952,97.619048,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,5,7,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.061556,0.209475,13.841068,44.436282,38.56853,9.725201,28.843329,0.918298,0.231552,0.686746,33.366667,0.794444,3630.084451,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.97619,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.94246,0.948148,0.952381,0.012,0,0.015625,0,15.625,0,54666,328240,81952,95.238095,50,'Number of leaves: 6\nSize of the tree: 11\n',?,6,11,6
feature-envy,5,8,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,42,0,0,100,0,0,1,0.036775,0.05671,8.269016,12.029984,38.56853,2.332579,36.235951,0.918298,0.055538,0.862761,36.235951,0.862761,3942.244599,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.009,0,0,0,0,0,53194,328240,81952,100,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,5,9,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.736842,0.124473,0.323504,27.987916,68.625362,38.56853,22.581956,15.986574,0.918298,0.537666,0.380633,27.395417,0.652272,2980.449905,0.892857,25,0.142857,2,0.857143,12,0.107143,3,0.925926,0.892857,0.909091,0.737865,0.933673,0.958995,0.880952,0.130952,0.869048,0.119048,0.883951,0.880952,0.881923,0.737865,0.933673,0.902989,0.868339,0.880952,0.007,0,0,0,0,0,53930,328240,81952,92.857143,54.761905,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,5,10,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.08167,0.21282,18.36375,45.14585,38.56853,11.698376,26.870154,0.918298,0.278533,0.639766,32.104971,0.764404,3492.819906,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.009,0,0,0,0,0,53194,328240,81952,97.619048,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,6,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.077517,0.206111,17.429763,43.722749,38.56853,8.977735,29.590795,0.918298,0.213756,0.704543,31.870015,0.75881,3467.258179,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.977041,0.984269,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.977041,0.962113,0.946429,0.952381,0.016,0,0,0,0,0,53562,328240,81952,97.619048,54.761905,'Number of leaves: 3\nSize of the tree: 5\n',?,3,5,3
feature-envy,6,2,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.057476,0.165539,12.923566,35.116136,38.56853,1076.160798,-1037.592268,0.918298,25.622876,-24.704578,34.239699,0.815231,3725.064877,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.97449,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.97449,0.961376,0.973668,0.97619,0.022,0,0.015625,0,15.625,0,53930,328240,81952,97.619048,57.142857,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,6,3,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.793103,0.125,0.288675,28.106509,61.237138,38.56853,1085.504386,-1046.935856,0.918298,25.845343,-24.927044,27.969947,0.665951,3042.955177,0.892857,25,0.071429,1,0.928571,13,0.107143,3,0.961538,0.892857,0.925926,0.797382,0.910714,0.929945,0.904762,0.083333,0.916667,0.095238,0.911859,0.904762,0.906173,0.797382,0.910714,0.879388,0.896296,0.904762,0.017,0,0,0,0,0,53194,328240,81952,97.619048,69.047619,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,6,4,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.06019,0.149989,13.533918,31.817327,38.56853,6.045368,32.523162,0.918298,0.143937,0.774361,34.126787,0.812543,3712.780854,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.008,0,0.015625,0,15.625,0,53194,328240,81952,100,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,6,5,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.084695,0.213029,19.043789,45.190194,38.56853,11.729585,26.838945,0.918298,0.279276,0.639022,31.905061,0.759644,3471.070949,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.009,0,0.015625,0,15.625,0,53194,328240,81952,97.619048,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,6,6,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.830189,0.106339,0.219228,23.910507,46.505096,38.56853,8.874614,29.693916,0.918298,0.2113,0.706998,29.468908,0.701641,3206.032671,1,28,0.214286,3,0.785714,11,0,0,0.903226,1,0.949153,0.842424,0.977041,0.979263,0.928571,0.142857,0.857143,0.071429,0.935484,0.928571,0.926102,0.842424,0.977041,0.964747,0.914576,0.928571,0.008,0,0.015625,0,15.625,0,53562,328240,81952,100,60.714286,'Number of leaves: 3\nSize of the tree: 5\n',?,3,5,3
feature-envy,6,7,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.062408,0.162333,14.032472,34.436045,38.56853,8.789021,29.779509,0.918298,0.209262,0.709036,33.960427,0.808582,3694.681845,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.01,0,0.015625,0,15.625,0,53194,328240,81952,97.619048,65.47619,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,6,8,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.100313,0.256721,22.555694,54.458706,38.56853,15.525815,23.042715,0.918298,0.369662,0.548636,30.268597,0.720681,3293.033912,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.928571,0.941799,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.928571,0.904056,0.921003,0.928571,0.01,0,0.015625,0,15.625,0,53194,328240,81952,97.619048,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,6,9,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.041889,0.160557,9.41889,34.059146,38.56853,4.241268,34.327262,0.918298,0.100983,0.817316,34.699895,0.826188,3775.131363,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,1,1,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,1,1,0.944297,0.952381,0.007,0,0.015625,0,15.625,0,53562,328240,81952,100,52.380952,'Number of leaves: 3\nSize of the tree: 5\n',?,3,5,3
feature-envy,6,10,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.054762,0.150396,12.313328,31.903818,38.56853,5.449971,33.118558,0.918298,0.129761,0.788537,34.424457,0.81963,3745.1654,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.015,0,0,0,0,0,54298,328240,81952,100,67.857143,'Number of leaves: 5\nSize of the tree: 9\n',?,5,9,5
feature-envy,7,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.064635,0.214058,14.533279,45.408405,38.56853,12.262919,26.305611,0.918298,0.291974,0.626324,33.187987,0.79019,3610.64526,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.947704,0.954237,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.947704,0.93321,0.946429,0.952381,0.027,0,0.015625,0,15.625,0,53930,328240,81952,95.238095,50,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,7,2,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.045992,0.167812,10.341501,35.598344,38.56853,7.931389,30.637141,0.918298,0.188843,0.729456,34.696622,0.82611,3774.775231,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.96301,0.96433,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.96301,0.960347,0.97271,0.97619,0.026,0,0.015625,0,15.625,0,54298,328240,81952,97.619048,52.380952,'Number of leaves: 5\nSize of the tree: 9\n',?,5,9,5
feature-envy,7,3,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.080658,0.213386,18.136216,45.26599,38.56853,12.061509,26.507021,0.918298,0.287179,0.63112,32.154881,0.765592,3498.249798,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.026,0,0.015625,0,15.625,0,53194,328240,81952,97.619048,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,7,4,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.099331,0.250572,22.334861,53.15417,38.56853,13.104957,25.463572,0.918298,0.312023,0.606276,30.319153,0.721885,3298.5341,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.946429,0.964286,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.946429,0.917367,0.923311,0.928571,0.006,0,0,0,0,0,53194,328240,81952,100,70.238095,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,7,5,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.056042,0.149567,12.60114,31.72791,38.56853,5.803823,32.764707,0.918298,0.138186,0.780112,34.383234,0.818648,3740.68062,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.011,0,0.015625,0,15.625,0,53194,328240,81952,100,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,7,6,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.058874,0.216734,13.238044,45.976148,38.56853,1080.496109,-1041.92758,0.918298,25.726098,-24.8078,33.544186,0.798671,3649.397509,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.009,0,0.015625,0,15.625,0,54666,328240,81952,95.238095,50,'Number of leaves: 6\nSize of the tree: 11\n',?,6,11,6
feature-envy,7,7,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,42,0,0,100,0,0,1,0.037003,0.076961,8.320186,16.325836,38.56853,2.488723,36.079807,0.918298,0.059255,0.859043,36.079807,0.859043,3925.257123,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.011,0,0.015625,0,15.625,0,53930,328240,81952,100,66.666667,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,7,8,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.036707,0.15533,8.253638,32.950414,38.56853,1074.791371,-1036.222841,0.918298,25.590271,-24.671972,35.609126,0.847836,3874.049996,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.011,0,0.015625,0,15.625,0,55034,328240,81952,97.619048,51.190476,'Number of leaves: 7\nSize of the tree: 13\n',?,7,13,7
feature-envy,7,9,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.063464,0.150441,14.269925,31.913347,38.56853,6.101703,32.466827,0.918298,0.145279,0.77302,33.910411,0.807391,3689.240418,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.011,0,0.015625,0,15.625,0,53194,328240,81952,100,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,7,10,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.045156,0.149078,10.153419,31.624065,38.56853,5.30129,33.26724,0.918298,0.126221,0.792077,35.060281,0.834769,3814.339159,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.006,0,0,0,0,0,53930,328240,81952,100,67.857143,'Number of leaves: 4\nSize of the tree: 7\n',?,4,7,4
feature-envy,8,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.04268,0.151895,9.596595,32.22169,38.56853,6.565372,32.003158,0.918298,0.156318,0.76198,35.245354,0.839175,3834.473911,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.037,0,0.03125,0,31.25,0,53194,328240,81952,97.619048,50,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,2,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.086413,0.21422,19.430152,45.442862,38.56853,12.17167,26.39686,0.918298,0.289802,0.628497,31.768514,0.756393,3456.215408,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.031,0,0.015625,0,15.625,0,53194,328240,81952,97.619048,66.666667,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,3,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.062408,0.15064,14.032472,31.95559,38.56853,5.928182,32.640347,0.918298,0.141147,0.777151,33.960427,0.808582,3694.681845,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.032,0,0.03125,0,31.25,0,53194,328240,81952,100,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,4,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.031649,0.154613,7.116398,32.798279,38.56853,1074.477954,-1035.909424,0.918298,25.582808,-24.66451,35.922543,0.855299,3908.147798,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.006,0.001,0,0,0,0,54298,328240,81952,97.619048,50,'Number of leaves: 5\nSize of the tree: 9\n',?,5,9,5
feature-envy,8,5,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.062408,0.15064,14.032472,31.95559,38.56853,5.928182,32.640347,0.918298,0.141147,0.777151,33.960427,0.808582,3694.681845,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.014,0,0.015625,0,15.625,0,53194,328240,81952,100,67.857143,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,6,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.102058,0.26186,22.947866,55.548875,38.56853,18.267058,20.301472,0.918298,0.43493,0.483368,30.139071,0.717597,3278.942293,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.910714,0.921593,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.910714,0.894004,0.918129,0.928571,0.009,0,0,0,0,0,53194,328240,81952,95.238095,65.47619,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,7,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.06019,0.158518,13.533918,33.626715,38.56853,8.072934,30.495596,0.918298,0.192213,0.726086,34.126787,0.812543,3712.780854,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.01,0,0,0,0,0,53194,328240,81952,97.619048,65.47619,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,8,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.088186,0.224345,19.828727,47.590758,38.56853,10.511804,28.056726,0.918298,0.250281,0.668017,30.583042,0.728168,3327.243486,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.975765,0.982993,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.975765,0.960288,0.946429,0.952381,0.007,0,0,0,0,0,53562,328240,81952,97.619048,55.952381,'Number of leaves: 3\nSize of the tree: 5\n',?,3,5,3
feature-envy,8,9,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.09815,0.24904,22.069298,52.829253,38.56853,12.606676,25.961853,0.918298,0.300159,0.618139,30.379404,0.723319,3305.089001,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.946429,0.964286,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.946429,0.917367,0.923311,0.928571,0.009,0,0,0,0,0,53194,328240,81952,100,70.238095,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
feature-envy,8,10,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.071543,0.208554,16.086595,44.240929,38.56853,9.894957,28.673573,0.918298,0.235594,0.682704,32.75032,0.77977,3563.029862,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.97619,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.94246,0.948148,0.952381,0.009,0,0,0,0,0,53194,328240,81952,100,69.047619,'Number of leaves: 2\nSize of the tree: 3\n',?,2,3,2
