@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

feature-envy,3,3,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,30,12,0,71.428571,28.571429,0,0.181818,0.285714,0.534522,64.243449,113.389146,38.56853,12888,-12849.43147,0.918298,306.857143,-305.938845,12.552134,0.29886,1365.593648,1,28,0.857143,12,0.142857,2,0,0,0.7,1,0.823529,0.316228,0.571429,0.7,0.714286,0.571429,0.428571,0.285714,0.8,0.714286,0.632353,0.316228,0.571429,0.609524,0.536765,0.714286,0.262,0.081,0.140625,0.015625,140.625,15.625,512882,328240,81952,71.428571,50,?,?,?,?,?
feature-envy,3,4,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.133333,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,0.964286,27,0.857143,12,0.142857,2,0.035714,1,0.692308,0.964286,0.80597,0.196116,0.553571,0.691392,0.690476,0.583333,0.416667,0.309524,0.683761,0.690476,0.615745,0.196116,0.553571,0.587912,0.520632,0.690476,0.272,0.015,0.140625,0.015625,140.625,15.625,510256,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,3,5,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.266,0.044,0.140625,0.03125,140.625,31.25,510390,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,3,6,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.262,0.029,0.125,0.015625,125,15.625,519620,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,3,7,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0.045455,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,0.964286,27,0.928571,13,0.071429,1,0.035714,1,0.675,0.964286,0.794118,0.079057,0.517857,0.674702,0.666667,0.630952,0.369048,0.333333,0.616667,0.666667,0.571078,0.079057,0.517857,0.564881,0.459559,0.666667,0.208,0.033,0.140625,0.015625,140.625,15.625,513710,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,3,8,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,31,11,0,73.809524,26.190476,0,0.266667,0.261905,0.511766,58.889828,108.561842,38.56853,11814,-11775.43147,0.918298,281.285714,-280.367416,14.720167,0.35048,1601.462063,1,28,0.785714,11,0.214286,3,0,0,0.717949,1,0.835821,0.392232,0.607143,0.717949,0.738095,0.52381,0.47619,0.261905,0.811966,0.738095,0.674861,0.392232,0.607143,0.637363,0.594381,0.738095,0.218,0.037,0.140625,0.015625,140.625,15.625,521712,328240,81952,73.809524,50,?,?,?,?,?
feature-envy,3,9,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.207,0.028,0.140625,0.015625,140.625,15.625,511668,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,3,10,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.216,0.022,0.125,0,125,0,510808,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,4,1,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0.045455,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,0.964286,27,0.928571,13,0.071429,1,0.035714,1,0.675,0.964286,0.794118,0.079057,0.517857,0.674702,0.666667,0.630952,0.369048,0.333333,0.616667,0.666667,0.571078,0.079057,0.517857,0.564881,0.459559,0.666667,0.211,0.049,0.140625,0.015625,140.625,15.625,509154,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,4,2,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.247,0.049,0.15625,0.015625,156.25,15.625,517736,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,4,3,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.231,0.051,0.15625,0,156.25,0,515558,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,4,4,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.133333,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,0.964286,27,0.857143,12,0.142857,2,0.035714,1,0.692308,0.964286,0.80597,0.196116,0.553571,0.691392,0.690476,0.583333,0.416667,0.309524,0.683761,0.690476,0.615745,0.196116,0.553571,0.587912,0.520632,0.690476,0.279,0.046,0.15625,0.015625,156.25,15.625,520690,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,4,5,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.24,0.016,0.140625,0.015625,140.625,15.625,509734,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,4,6,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.227,0.019,0.171875,0.015625,171.875,15.625,516328,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,4,7,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,31,11,0,73.809524,26.190476,0,0.266667,0.261905,0.511766,58.889828,108.561842,38.56853,11814,-11775.43147,0.918298,281.285714,-280.367416,14.720167,0.35048,1601.462063,1,28,0.785714,11,0.214286,3,0,0,0.717949,1,0.835821,0.392232,0.607143,0.717949,0.738095,0.52381,0.47619,0.261905,0.811966,0.738095,0.674861,0.392232,0.607143,0.637363,0.594381,0.738095,0.248,0.041,0.140625,0.03125,140.625,31.25,523110,328240,81952,73.809524,50,?,?,?,?,?
feature-envy,4,8,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,30,12,0,71.428571,28.571429,0,0.181818,0.285714,0.534522,64.243449,113.389146,38.56853,12888,-12849.43147,0.918298,306.857143,-305.938845,12.552134,0.29886,1365.593648,1,28,0.857143,12,0.142857,2,0,0,0.7,1,0.823529,0.316228,0.571429,0.7,0.714286,0.571429,0.428571,0.285714,0.8,0.714286,0.632353,0.316228,0.571429,0.609524,0.536765,0.714286,0.169,0.015,0.140625,0.015625,140.625,15.625,512352,328240,81952,71.428571,50,?,?,?,?,?
feature-envy,4,9,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,31,11,0,73.809524,26.190476,0,0.266667,0.261905,0.511766,58.889828,108.561842,38.56853,11814,-11775.43147,0.918298,281.285714,-280.367416,14.720167,0.35048,1601.462063,1,28,0.785714,11,0.214286,3,0,0,0.717949,1,0.835821,0.392232,0.607143,0.717949,0.738095,0.52381,0.47619,0.261905,0.811966,0.738095,0.674861,0.392232,0.607143,0.637363,0.594381,0.738095,0.154,0.014,0.125,0.015625,125,15.625,510480,328240,81952,73.809524,50,?,?,?,?,?
feature-envy,4,10,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.163,0.011,0.140625,0,140.625,0,515756,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,5,1,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0.045455,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,0.964286,27,0.928571,13,0.071429,1,0.035714,1,0.675,0.964286,0.794118,0.079057,0.517857,0.674702,0.666667,0.630952,0.369048,0.333333,0.616667,0.666667,0.571078,0.079057,0.517857,0.564881,0.459559,0.666667,0.307,0.051,0.15625,0.015625,156.25,15.625,518662,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,5,2,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.282,0.04,0.171875,0.015625,171.875,15.625,516858,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,5,3,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,30,12,0,71.428571,28.571429,0,0.181818,0.285714,0.534522,64.243449,113.389146,38.56853,12888,-12849.43147,0.918298,306.857143,-305.938845,12.552134,0.29886,1365.593648,1,28,0.857143,12,0.142857,2,0,0,0.7,1,0.823529,0.316228,0.571429,0.7,0.714286,0.571429,0.428571,0.285714,0.8,0.714286,0.632353,0.316228,0.571429,0.609524,0.536765,0.714286,0.297,0.034,0.125,0.015625,125,15.625,520830,328240,81952,71.428571,50,?,?,?,?,?
feature-envy,5,4,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.28,0.016,0.140625,0.015625,140.625,15.625,510072,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,5,5,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0.045455,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,0.964286,27,0.928571,13,0.071429,1,0.035714,1,0.675,0.964286,0.794118,0.079057,0.517857,0.674702,0.666667,0.630952,0.369048,0.333333,0.616667,0.666667,0.571078,0.079057,0.517857,0.564881,0.459559,0.666667,0.259,0.034,0.125,0.015625,125,15.625,513278,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,5,6,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,30,12,0,71.428571,28.571429,0,0.181818,0.285714,0.534522,64.243449,113.389146,38.56853,12888,-12849.43147,0.918298,306.857143,-305.938845,12.552134,0.29886,1365.593648,1,28,0.857143,12,0.142857,2,0,0,0.7,1,0.823529,0.316228,0.571429,0.7,0.714286,0.571429,0.428571,0.285714,0.8,0.714286,0.632353,0.316228,0.571429,0.609524,0.536765,0.714286,0.239,0.045,0.140625,0.03125,140.625,31.25,518370,328240,81952,71.428571,50,?,?,?,?,?
feature-envy,5,7,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,30,12,0,71.428571,28.571429,0,0.181818,0.285714,0.534522,64.243449,113.389146,38.56853,12888,-12849.43147,0.918298,306.857143,-305.938845,12.552134,0.29886,1365.593648,1,28,0.857143,12,0.142857,2,0,0,0.7,1,0.823529,0.316228,0.571429,0.7,0.714286,0.571429,0.428571,0.285714,0.8,0.714286,0.632353,0.316228,0.571429,0.609524,0.536765,0.714286,0.199,0.016,0.140625,0.015625,140.625,15.625,510660,328240,81952,71.428571,50,?,?,?,?,?
feature-envy,5,8,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,27,15,0,64.285714,35.714286,0,-0.046512,0.357143,0.597614,80.304311,126.772919,38.56853,16110,-16071.43147,0.918298,383.571429,-382.65313,6.048036,0.144001,657.988405,0.964286,27,1,14,0,0,0.035714,1,0.658537,0.964286,0.782609,-0.110432,0.482143,0.658827,0.642857,0.678571,0.321429,0.357143,0.439024,0.642857,0.521739,-0.110432,0.482143,0.550329,0.391304,0.642857,0.182,0.015,0.15625,0.015625,156.25,15.625,518396,328240,81952,64.285714,50,?,?,?,?,?
feature-envy,5,9,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.166,0.01,0.140625,0.015625,140.625,15.625,517484,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,5,10,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,30,12,0,71.428571,28.571429,0,0.181818,0.285714,0.534522,64.243449,113.389146,38.56853,12888,-12849.43147,0.918298,306.857143,-305.938845,12.552134,0.29886,1365.593648,1,28,0.857143,12,0.142857,2,0,0,0.7,1,0.823529,0.316228,0.571429,0.7,0.714286,0.571429,0.428571,0.285714,0.8,0.714286,0.632353,0.316228,0.571429,0.609524,0.536765,0.714286,0.192,0.011,0.140625,0.015625,140.625,15.625,518882,328240,81952,71.428571,50,?,?,?,?,?
feature-envy,6,1,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0.045455,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,0.964286,27,0.928571,13,0.071429,1,0.035714,1,0.675,0.964286,0.794118,0.079057,0.517857,0.674702,0.666667,0.630952,0.369048,0.333333,0.616667,0.666667,0.571078,0.079057,0.517857,0.564881,0.459559,0.666667,0.293,0.075,0.15625,0.015625,156.25,15.625,519134,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,6,2,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.226,0.079,0.15625,0.015625,156.25,15.625,521158,328240,81952,66.666667,50,?,?,?,?,?
feature-envy,6,3,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.255,0.017,0.15625,0.015625,156.25,15.625,518806,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,6,4,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.252,0.055,0.125,0.015625,125,15.625,512752,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,6,5,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,29,13,0,69.047619,30.952381,0,0.093023,0.309524,0.556349,69.59707,118.019165,38.56853,13962,-13923.43147,0.918298,332.428571,-331.510273,10.384101,0.247241,1129.725234,1,28,0.928571,13,0.071429,1,0,0,0.682927,1,0.811594,0.220863,0.535714,0.682927,0.690476,0.619048,0.380952,0.309524,0.788618,0.690476,0.585507,0.220863,0.535714,0.582269,0.472464,0.690476,0.294,0.049,0.140625,0.03125,140.625,31.25,512518,328240,81952,69.047619,50,?,?,?,?,?
feature-envy,6,6,weka.classifiers.functions.LibSVM,'-S 1 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.2 -M 40.0 -C 1.0 -E 0.001 -P 100.0 -model C:\\Users\\uazad\\Desktop\\università\\Stage\\Progetto\\OUTLINE -seed 1',14172,20170707.1553,378,42,28,14,0,66.666667,33.333333,0,0,0.333333,0.57735,74.95069,122.474275,38.56853,15036,-14997.43147,0.918298,358,-357.081702,8.216068,0.195621,893.85682,1,28,1,14,0,0,0,0,0.666667,1,0.8,0,0.5,0.666667,0.666667,0.666667,0.333333,0.333333,0.444444,0.666667,0.533333,0,0.5,0.555556,0.4,0.666667,0.27,0.017,0.15625,0,156.25,0,514240,328240,81952,66.666667,50,?,?,?,?,?
